Year,SERIES,UNIT_MEASURE,Врста производа,Value
2001,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.5795
2002,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.65011
2003,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.63242
2004,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.48414
2005,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.50906
2006,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.56101
2007,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.49105
2008,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.54082
2009,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.4581
2010,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.51753
2011,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.54586
2012,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.57248
2013,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.61619
2014,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.59812
2015,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.56402
2016,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.5637
2017,"Потрошња домаћих материјала по становнику, према врсти сировине",Тоне,Дрво,0.56187
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,1.93849
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,1.98851
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.02977
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.33932
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.26058
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.15715
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.30617
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.2313
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.36588
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.36948
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.26028
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.32958
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.29121
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.38481
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.40347
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.48015
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.5021
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Без подјеле,2.52316
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.57457
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.6069
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.59854
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.46078
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.57956
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.55821
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.54704
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.47096
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.50694
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.49865
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.48301
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.47923
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.43436
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.4953
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.46572
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.45083
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.44286
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Биомаса,0.43543
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.6121
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.60552
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.59792
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.62397
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.59436
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.60173
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.6241
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.57697
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.63089
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.68873
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.66184
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.7573
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.73041
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.69965
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.69103
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.74676
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.74675
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Угаљ,0.74686
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.10577
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.13179
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.14381
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.0852
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.14313
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.13185
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.12377
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.08656
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.11291
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.11648
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.09415
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.09306
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.07421
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.09852
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.08755
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.08499
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.08244
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Остаци усјева,0.08006
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.24453
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.2926
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.26429
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.1969
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.30693
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.2882
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.26408
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.22665
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.24105
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.24252
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.22227
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.21978
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.19512
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.22769
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.21617
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.21256
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.20889
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Усјеви,0.20546
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.03012
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.02133
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.01631
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.02012
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.02561
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.12936
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.13142
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.1202
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.13732
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.13702
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.04898
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.06148
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.05558
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.0744
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.07805
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.08118
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.084
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде жељеза,0.08666
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.72149
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.70527
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.68965
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.70903
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.69216
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.69411
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.71773
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.67098
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.73092
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.79441
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.769
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.86734
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.82995
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.79216
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.77609
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.83334
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.83285
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Фосилна горива,0.83253
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.01415
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.00902
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.00812
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.01022
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.01515
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.01732
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.01728
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.01726
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.01624
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.00955
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.00993
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.0112
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.0104
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.00791
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.00727
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.00884
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.00854
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Природни гас,0.00825
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.01792
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.00525
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.0008
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.00088
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.00108
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.00812
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.02367
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.04579
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.03642
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.03826
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.05391
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.04979
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.04309
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.04239
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.04169
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.04412
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.04635
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Сточна храна и крмно биље,0.04844
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.05125
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.0286
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.02179
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.0671
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.0726
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.19352
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.17653
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.15846
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.18824
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.16468
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.10023
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.11178
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.10819
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.1248
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.12141
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.12544
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.12903
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Металне руде,0.13244
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.02113
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.00727
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.00548
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.04699
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.04699
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.06416
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.04511
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.03826
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.05092
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.02766
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.05125
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.0503
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.0526
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.0504
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.04335
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.04425
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.04503
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Руде обојених метала,0.04578
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.0591
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.07705
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.06679
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.03509
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.04688
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.06634
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.10729
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.13823
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.13384
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.11479
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.08803
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.10815
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.1082
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.09168
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.10124
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.10345
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.10536
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантни у индустрији или пољопривреди,0.10718
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.53208
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.57069
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.653
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,1.06731
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.86938
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.64496
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.75758
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.79266
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.80594
2009,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.79693
2010,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.82002
2011,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.76307
2012,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.81051
2013,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.88088
2014,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.93902
2015,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.9671
2016,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,0.99199
2017,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали - доминантна градња,1.01558
2000,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.59118
2001,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.64774
2002,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.71979
2003,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,1.1024
2004,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.91626
2005,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.71131
2006,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.86487
2007,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.9309
2008,"Потрошња домаћих материјала, по јединици БДП-а",Килограми по константи америчког долара,Неметални минерали,0.93978
